('thats', 0.9914547204971313)
('accept', 0.9895938634872437)
('asking', 0.9879580736160278)
('really', 0.9876178503036499)
('like', 0.9864128828048706)
('since', 0.9860487580299377)
('consider', 0.9856786727905273)
('clear', 0.9849438667297363)
('find', 0.984356164932251)
('then', 0.9841558337211609)
